game,game_comments,game_date,wrong,right
6234,,"Show #7944 - Thursday, March 7, 2019",0,3
6233,,"Show #7943 - Wednesday, March 6, 2019",3,0
6222,,"Show #7932 - Tuesday, February 19, 2019",1,2
6221,,"Show #7931 - Monday, February 18, 2019",3,0
6220,Eric R. Backes game 5.,"Show #7930 - Friday, February 15, 2019",3,0
6219,Eric R. Backes game 4.,"Show #7929 - Thursday, February 14, 2019",2,1
6218,Eric R. Backes game 3.,"Show #7928 - Wednesday, February 13, 2019",3,0
6217,Eric R. Backes game 2.,"Show #7927 - Tuesday, February 12, 2019",0,3
6216,Eric R. Backes game 1.,"Show #7926 - Monday, February 11, 2019",0,3
6215,,"Show #7925 - Friday, February 8, 2019",2,1
6214,,"Show #7924 - Thursday, February 7, 2019",2,1
6213,,"Show #7923 - Wednesday, February 6, 2019",2,1
6211,,"Show #7922 - Tuesday, February 5, 2019",3,0
6210,,"Show #7921 - Monday, February 4, 2019",0,3
6206,,"Show #7920 - Friday, February 1, 2019",0,3
6205,,"Show #7919 - Thursday, January 31, 2019",1,2
6204,,"Show #7918 - Wednesday, January 30, 2019",2,1
6203,,"Show #7917 - Tuesday, January 29, 2019",1,2
6202,,"Show #7916 - Monday, January 28, 2019",0,3
6201,,"Show #7915 - Friday, January 25, 2019",2,1
6200,,"Show #7914 - Thursday, January 24, 2019",0,2
6199,WE ASKED: Lawrence O'Donnell.,"Show #7913 - Wednesday, January 23, 2019",1,2
6198,,"Show #7912 - Tuesday, January 22, 2019",0,3
6197,,"Show #7911 - Monday, January 21, 2019",2,0
6196,,"Show #7910 - Friday, January 18, 2019",3,0
6195,,"Show #7909 - Thursday, January 17, 2019",1,2
6194,Anneke Garcia game 5.,"Show #7908 - Wednesday, January 16, 2019",2,1
6193,Anneke Garcia game 4.,"Show #7907 - Tuesday, January 15, 2019",1,2
6192,Anneke Garcia game 3.,"Show #7906 - Monday, January 14, 2019",0,3
6191,Anneke Garcia game 2.,"Show #7905 - Friday, January 11, 2019",3,0
6190,Anneke Garcia game 1.,"Show #7904 - Thursday, January 10, 2019",0,2
6189,,"Show #7903 - Wednesday, January 9, 2019",2,1
6188,,"Show #7902 - Tuesday, January 8, 2019",0,3
6187,,"Show #7901 - Monday, January 7, 2019",3,0
6186,,"Show #7900 - Friday, January 4, 2019",2,1
6185,,"Show #7899 - Thursday, January 3, 2019",1,2
6184,,"Show #7898 - Wednesday, January 2, 2019",2,1
6183,,"Show #7897 - Tuesday, January 1, 2019",3,0
6182,,"Show #7896 - Monday, December 31, 2018",2,1
6181,,"Show #7895 - Friday, December 28, 2018",2,1
6180,,"Show #7894 - Thursday, December 27, 2018",1,2
6179,,"Show #7893 - Wednesday, December 26, 2018",1,2
6178,,"Show #7892 - Tuesday, December 25, 2018",1,2
6177,,"Show #7891 - Monday, December 24, 2018",0,3
6176,,"Show #7890 - Friday, December 21, 2018",1,1
6175,,"Show #7889 - Thursday, December 20, 2018",3,0
6174,,"Show #7888 - Wednesday, December 19, 2018",1,2
6173,,"Show #7887 - Tuesday, December 18, 2018",1,2
6172,,"Show #7886 - Monday, December 17, 2018",0,3
6171,,"Show #7885 - Friday, December 14, 2018",0,3
6170,,"Show #7884 - Thursday, December 13, 2018",0,2
6169,,"Show #7883 - Wednesday, December 12, 2018",1,2
6168,,"Show #7882 - Tuesday, December 11, 2018",1,2
6167,,"Show #7881 - Monday, December 10, 2018",1,2
6166,,"Show #7880 - Friday, December 7, 2018",1,2
6165,,"Show #7879 - Thursday, December 6, 2018",1,2
6164,,"Show #7878 - Wednesday, December 5, 2018",1,2
6163,,"Show #7877 - Tuesday, December 4, 2018",1,2
6162,,"Show #7876 - Monday, December 3, 2018",1,2
6161,,"Show #7875 - Friday, November 30, 2018",3,0
6160,,"Show #7874 - Thursday, November 29, 2018",3,0
6159,,"Show #7873 - Wednesday, November 28, 2018",0,2
6158,,"Show #7872 - Tuesday, November 27, 2018",3,0
6157,,"Show #7871 - Monday, November 26, 2018",2,1
6156,,"Show #7870 - Friday, November 23, 2018",2,1
6155,,"Show #7869 - Thursday, November 22, 2018",2,1
6152,,"Show #7868 - Wednesday, November 21, 2018",2,1
6150,2018 Teen Tournament final game 1.,"Show #7866 - Monday, November 19, 2018",1,2
6149,2018 Teen Tournament semifinal game 3.,"Show #7865 - Friday, November 16, 2018",2,1
6148,2018 Teen Tournament semifinal game 2.,"Show #7864 - Thursday, November 15, 2018",2,1
6147,2018 Teen Tournament semifinal game 1.,"Show #7863 - Wednesday, November 14, 2018",0,3
6146,2018 Teen Tournament quarterfinal game 5.,"Show #7862 - Tuesday, November 13, 2018",1,2
6145,2018 Teen Tournament quarterfinal game 4.,"Show #7861 - Monday, November 12, 2018",1,2
6144,2018 Teen Tournament quarterfinal game 3.,"Show #7860 - Friday, November 9, 2018",0,2
6143,2018 Teen Tournament quarterfinal game 2.,"Show #7859 - Thursday, November 8, 2018",2,1
6142,2018 Teen Tournament quarterfinal game 1.,"Show #7858 - Wednesday, November 7, 2018",1,2
6141,,"Show #7857 - Tuesday, November 6, 2018",2,0
6140,,"Show #7856 - Monday, November 5, 2018",1,1
6139,,"Show #7855 - Friday, November 2, 2018",0,3
6138,,"Show #7854 - Thursday, November 1, 2018",2,1
6137,,"Show #7853 - Wednesday, October 31, 2018",1,2
6136,,"Show #7852 - Tuesday, October 30, 2018",2,1
6135,,"Show #7851 - Monday, October 29, 2018",0,3
6134,,"Show #7850 - Friday, October 26, 2018",3,0
6133,,"Show #7849 - Thursday, October 25, 2018",2,1
6132,,"Show #7848 - Wednesday, October 24, 2018",1,2
6131,,"Show #7847 - Tuesday, October 23, 2018",0,3
6130,,"Show #7846 - Monday, October 22, 2018",2,1
6129,Alan Dunn game 6.,"Show #7845 - Friday, October 19, 2018",0,3
6128,Alan Dunn game 5.,"Show #7844 - Thursday, October 18, 2018",2,1
6127,Alan Dunn game 4.,"Show #7843 - Wednesday, October 17, 2018",2,1
6126,Alan Dunn game 3.,"Show #7842 - Tuesday, October 16, 2018",1,2
6125,Alan Dunn game 2.,"Show #7841 - Monday, October 15, 2018",0,3
6124,Alan Dunn game 1. WE ASKED: Dr. Travis Stork.,"Show #7840 - Friday, October 12, 2018",0,3
6123,,"Show #7839 - Thursday, October 11, 2018",2,1
6122,,"Show #7838 - Wednesday, October 10, 2018",1,2
6121,,"Show #7837 - Tuesday, October 9, 2018",2,1
6120,,"Show #7836 - Monday, October 8, 2018",1,2
6119,,"Show #7835 - Friday, October 5, 2018",1,2
6118,,"Show #7834 - Thursday, October 4, 2018",0,3
6117,,"Show #7833 - Wednesday, October 3, 2018",2,1
6116,,"Show #7832 - Tuesday, October 2, 2018",3,0
6115,,"Show #7831 - Monday, October 1, 2018",3,0
6114,,"Show #7830 - Friday, September 28, 2018",0,3
6113,,"Show #7829 - Thursday, September 27, 2018",0,3
6112,,"Show #7828 - Wednesday, September 26, 2018",0,3
6111,,"Show #7827 - Tuesday, September 25, 2018",1,2
6110,,"Show #7826 - Monday, September 24, 2018",3,0
6107,Kyle Jones game 8.,"Show #7825 - Friday, September 21, 2018",3,0
6106,Kyle Jones game 7. Alex is clean-shaven.,"Show #7824 - Thursday, September 20, 2018",3,0
6105,"Kyle Jones game 6.
Alex has a mustache.","Show #7823 - Wednesday, September 19, 2018",1,2
6103,Kyle Jones game 5. Alex has a goatee.,"Show #7822 - Tuesday, September 18, 2018",0,3
6102,Kyle Jones game 4.,"Show #7821 - Monday, September 17, 2018",2,1
6101,Kyle Jones game 3.,"Show #7820 - Friday, September 14, 2018",1,1
6099,Kyle Jones game 2.,"Show #7819 - Thursday, September 13, 2018",3,0
6098,Kyle Jones game 1.,"Show #7818 - Wednesday, September 12, 2018",0,3
6097,,"Show #7817 - Tuesday, September 11, 2018",0,3
6096,"First game of Season 35.
New opening graphics.
Alex has a beard.","Show #7816 - Monday, September 10, 2018",0,3
6079,Last game of Season 34.,"Show #7815 - Friday, July 27, 2018",3,0
6078,,"Show #7814 - Thursday, July 26, 2018",1,2
6075,,"Show #7813 - Wednesday, July 25, 2018",1,2
6069,,"Show #7812 - Tuesday, July 24, 2018",1,2
6066,,"Show #7811 - Monday, July 23, 2018",0,3
6063,Ryan Fenster game 8.,"Show #7810 - Friday, July 20, 2018",1,2
6062,Ryan Fenster game 7.,"Show #7809 - Thursday, July 19, 2018",0,3
6060,Ryan Fenster game 6.,"Show #7808 - Wednesday, July 18, 2018",2,1
6057,Ryan Fenster game 5-B.,"Show #7807 - Tuesday, July 17, 2018",0,3
6055,,"Show #7806 - Monday, July 16, 2018",2,1
6053,"The Final Jeopardy! screen displays the clue incorrectly in the studio, disadvantaging a challenger and resulting in him being invited back later in the year.","Show #7805 - Friday, July 13, 2018",1,2
6052,,"Show #7804 - Thursday, July 12, 2018",1,2
6049,,"Show #7803 - Wednesday, July 11, 2018",1,2
6046,,"Show #7802 - Tuesday, July 10, 2018",3,0
6044,,"Show #7801 - Monday, July 9, 2018",3,0
6041,,"Show #7800 - Friday, July 6, 2018",1,1
6040,,"Show #7799 - Thursday, July 5, 2018",2,1
6039,,"Show #7798 - Wednesday, July 4, 2018",0,3
6037,,"Show #7797 - Tuesday, July 3, 2018",3,0
6036,,"Show #7796 - Monday, July 2, 2018",0,3
6035,,"Show #7795 - Friday, June 29, 2018",3,0
6034,,"Show #7794 - Thursday, June 28, 2018",1,2
6033,,"Show #7793 - Wednesday, June 27, 2018",0,3
6029,,"Show #7792 - Tuesday, June 26, 2018",3,0
6027,,"Show #7791 - Monday, June 25, 2018",2,1
6025,Clip of this game shown in the 2019-04-04 episode of Better Things.,"Show #7790 - Friday, June 22, 2018",1,2
6024,,"Show #7789 - Thursday, June 21, 2018",3,0
6023,,"Show #7788 - Wednesday, June 20, 2018",2,1
6019,,"Show #7787 - Tuesday, June 19, 2018",2,1
6017,,"Show #7786 - Monday, June 18, 2018",0,3
6015,,"Show #7785 - Friday, June 15, 2018",3,0
6014,,"Show #7784 - Thursday, June 14, 2018",3,0
6013,,"Show #7783 - Wednesday, June 13, 2018",0,3
6009,,"Show #7782 - Tuesday, June 12, 2018",0,3
6007,,"Show #7781 - Monday, June 11, 2018",0,3
6005,,"Show #7780 - Friday, June 8, 2018",1,2
6004,,"Show #7779 - Thursday, June 7, 2018",1,1
6000,,"Show #7778 - Wednesday, June 6, 2018",0,3
5998,,"Show #7777 - Tuesday, June 5, 2018",3,0
6003,,"Show #7776 - Monday, June 4, 2018",3,0
5995,,"Show #7775 - Friday, June 1, 2018",1,2
5994,,"Show #7774 - Thursday, May 31, 2018",3,0
5993,,"Show #7773 - Wednesday, May 30, 2018",1,2
5992,,"Show #7772 - Tuesday, May 29, 2018",0,3
5988,,"Show #7771 - Monday, May 28, 2018",2,1
5987,Josh Hill game 8.,"Show #7770 - Friday, May 25, 2018",1,2
5986,Josh Hill game 7.,"Show #7769 - Thursday, May 24, 2018",1,2
5985,Josh Hill game 6.,"Show #7768 - Wednesday, May 23, 2018",2,1
5984,Josh Hill game 5.,"Show #7767 - Tuesday, May 22, 2018",3,0
5980,Josh Hill game 4.,"Show #7766 - Monday, May 21, 2018",2,1
5982,2018 Teachers Tournament final game 1.,"Show #7764 - Thursday, May 17, 2018",3,0
5981,2018 Teachers Tournament semifinal game 3.,"Show #7763 - Wednesday, May 16, 2018",2,1
5979,2018 Teachers Tournament semifinal game 2.,"Show #7762 - Tuesday, May 15, 2018",0,3
5978,2018 Teachers Tournament semifinal game 1.,"Show #7761 - Monday, May 14, 2018",3,0
5977,2018 Teachers Tournament quarterfinal game 5.,"Show #7760 - Friday, May 11, 2018",2,1
5976,2018 Teachers Tournament quarterfinal game 4.,"Show #7759 - Thursday, May 10, 2018",2,1
5975,2018 Teachers Tournament quarterfinal game 3.,"Show #7758 - Wednesday, May 9, 2018",2,1
5974,2018 Teachers Tournament quarterfinal game 2.,"Show #7757 - Tuesday, May 8, 2018",2,1
5973,2018 Teachers Tournament quarterfinal game 1.,"Show #7756 - Monday, May 7, 2018",3,0
5972,Josh Hill game 3.,"Show #7755 - Friday, May 4, 2018",0,3
5971,Josh Hill game 2.,"Show #7754 - Thursday, May 3, 2018",3,0
5970,Josh Hill game 1.,"Show #7753 - Wednesday, May 2, 2018",3,0
5969,,"Show #7752 - Tuesday, May 1, 2018",3,0
5968,,"Show #7751 - Monday, April 30, 2018",1,2
5967,,"Show #7750 - Friday, April 27, 2018",2,1
5966,,"Show #7749 - Thursday, April 26, 2018",2,1
5965,,"Show #7748 - Wednesday, April 25, 2018",1,1
5959,,"Show #7747 - Tuesday, April 24, 2018",2,1
5963,WE ASKED: RuPaul.,"Show #7746 - Monday, April 23, 2018",0,3
5961,2018 College Championship final game 1.,"Show #7744 - Thursday, April 19, 2018",3,0
5960,2018 College Championship semifinal game 3.,"Show #7743 - Wednesday, April 18, 2018",2,1
5955,2018 College Championship semifinal game 2.,"Show #7742 - Tuesday, April 17, 2018",0,3
5958,2018 College Championship semifinal game 1.,"Show #7741 - Monday, April 16, 2018",0,3
5957,2018 College Championship quarterfinal game 5.,"Show #7740 - Friday, April 13, 2018",2,1
5956,2018 College Championship quarterfinal game 4.,"Show #7739 - Thursday, April 12, 2018",2,1
5954,2018 College Championship quarterfinal game 3.,"Show #7738 - Wednesday, April 11, 2018",1,2
5953,2018 College Championship quarterfinal game 2.,"Show #7737 - Tuesday, April 10, 2018",0,3
5952,2018 College Championship quarterfinal game 1.,"Show #7736 - Monday, April 9, 2018",2,1
5951,,"Show #7735 - Friday, April 6, 2018",2,1
5950,,"Show #7734 - Thursday, April 5, 2018",1,2
5949,,"Show #7733 - Wednesday, April 4, 2018",0,3
5948,,"Show #7732 - Tuesday, April 3, 2018",0,3
5947,,"Show #7731 - Monday, April 2, 2018",2,1
5946,,"Show #7730 - Friday, March 30, 2018",2,1
5945,,"Show #7729 - Thursday, March 29, 2018",0,3
5944,,"Show #7728 - Wednesday, March 28, 2018",0,3
5939,,"Show #7727 - Tuesday, March 27, 2018",1,2
5943,Alex returns to taping after taking a month off to recover from brain surgery for a subdural hematoma.,"Show #7726 - Monday, March 26, 2018",1,1
5942,,"Show #7725 - Friday, March 23, 2018",2,1
5941,,"Show #7724 - Thursday, March 22, 2018",2,1
5938,,"Show #7723 - Wednesday, March 21, 2018",0,3
5934,,"Show #7722 - Tuesday, March 20, 2018",2,1
5937,,"Show #7721 - Monday, March 19, 2018",1,2
5936,,"Show #7720 - Friday, March 16, 2018",3,0
5935,,"Show #7719 - Thursday, March 15, 2018",2,1
5932,,"Show #7718 - Wednesday, March 14, 2018",1,2
5926,,"Show #7717 - Tuesday, March 13, 2018",1,2
5931,,"Show #7716 - Monday, March 12, 2018",1,2
5930,,"Show #7715 - Friday, March 9, 2018",1,2
5929,,"Show #7714 - Thursday, March 8, 2018",0,3
5928,,"Show #7713 - Wednesday, March 7, 2018",2,1
5924,,"Show #7712 - Tuesday, March 6, 2018",1,2
5927,,"Show #7711 - Monday, March 5, 2018",1,2
5925,,"Show #7710 - Friday, March 2, 2018",1,2
5922,First regular-play game to end in a Tiebreaker Round.,"Show #7709 - Thursday, March 1, 2018",3,1
5921,,"Show #7708 - Wednesday, February 28, 2018",1,2
5917,,"Show #7707 - Tuesday, February 27, 2018",1,2
5920,,"Show #7706 - Monday, February 26, 2018",1,2
5916,,"Show #7705 - Friday, February 23, 2018",3,0
5914,Rob Worman game 7.,"Show #7704 - Thursday, February 22, 2018",3,0
5913,Rob Worman game 6.,"Show #7703 - Wednesday, February 21, 2018",2,0
5912,Rob Worman game 5.,"Show #7702 - Tuesday, February 20, 2018",0,3
5911,Rob Worman game 4.,"Show #7701 - Monday, February 19, 2018",0,2
5919,Rob Worman game 3.,"Show #7700 - Friday, February 16, 2018",1,2
5918,Rob Worman game 2.,"Show #7699 - Thursday, February 15, 2018",3,0
5910,Rob Worman game 1.,"Show #7698 - Wednesday, February 14, 2018",0,3
5907,WE ASKED: Jay Leno.,"Show #7697 - Tuesday, February 13, 2018",1,2
5906,,"Show #7696 - Monday, February 12, 2018",2,1
5905,,"Show #7695 - Friday, February 9, 2018",2,1
5904,,"Show #7694 - Thursday, February 8, 2018",2,1
5903,,"Show #7693 - Wednesday, February 7, 2018",1,2
5902,,"Show #7692 - Tuesday, February 6, 2018",3,0
5901,,"Show #7691 - Monday, February 5, 2018",3,0
5899,Ryan Fenster game 5-A.,"Show #7690 - Friday, February 2, 2018",2,1
5898,Ryan Fenster game 4.,"Show #7689 - Thursday, February 1, 2018",2,1
5897,Ryan Fenster game 3.,"Show #7688 - Wednesday, January 31, 2018",1,2
5896,Ryan Fenster game 2.,"Show #7687 - Tuesday, January 30, 2018",2,1
5895,Ryan Fenster game 1.,"Show #7686 - Monday, January 29, 2018",0,3
5894,Rachel Lindgren game 6.,"Show #7685 - Friday, January 26, 2018",2,1
5893,Rachel Lindgren game 5.,"Show #7684 - Thursday, January 25, 2018",3,0
5892,Rachel Lindgren game 4.,"Show #7683 - Wednesday, January 24, 2018",2,1
5891,Rachel Lindgren game 3.,"Show #7682 - Tuesday, January 23, 2018",3,0
5890,Rachel Lindgren game 2.,"Show #7681 - Monday, January 22, 2018",0,3
5889,Rachel Lindgren game 1.,"Show #7680 - Friday, January 19, 2018",0,3
5888,,"Show #7679 - Thursday, January 18, 2018",1,2
5887,Gilbert Collins game 6.,"Show #7678 - Wednesday, January 17, 2018",1,2
5883,Gilbert Collins game 5.,"Show #7677 - Tuesday, January 16, 2018",1,2
5882,"Gilbert Collins game 4.
WE ASKED: Iain Armitage.","Show #7676 - Monday, January 15, 2018",2,1
5881,Gilbert Collins game 3.,"Show #7675 - Friday, January 12, 2018",1,2
5880,"Gilbert Collins game 2.
A poorly-worded Final Jeopardy! clue disadvantages a challenger, resulting in her being brought back later in the year.","Show #7674 - Thursday, January 11, 2018",2,1
5879,Gilbert Collins game 1.,"Show #7673 - Wednesday, January 10, 2018",3,0
5878,,"Show #7672 - Tuesday, January 9, 2018",1,2
5876,,"Show #7671 - Monday, January 8, 2018",1,2
5874,,"Show #7670 - Friday, January 5, 2018",2,1
5873,,"Show #7669 - Thursday, January 4, 2018",2,1
5872,,"Show #7668 - Wednesday, January 3, 2018",1,2
5871,,"Show #7667 - Tuesday, January 2, 2018",3,0
5870,,"Show #7666 - Monday, January 1, 2018",1,2
5869,WE ASKED: Stan Lee.,"Show #7665 - Friday, December 29, 2017",3,0
5868,,"Show #7664 - Thursday, December 28, 2017",1,2
5867,,"Show #7663 - Wednesday, December 27, 2017",1,2
5866,,"Show #7662 - Tuesday, December 26, 2017",1,2
5865,,"Show #7661 - Monday, December 25, 2017",1,2
5864,,"Show #7660 - Friday, December 22, 2017",2,1
5863,,"Show #7659 - Thursday, December 21, 2017",2,1
5862,,"Show #7658 - Wednesday, December 20, 2017",2,1
5861,WE ASKED: Leonard Maltin.,"Show #7657 - Tuesday, December 19, 2017",1,2
5860,,"Show #7656 - Monday, December 18, 2017",1,2
5858,,"Show #7655 - Friday, December 15, 2017",0,3
5857,,"Show #7654 - Thursday, December 14, 2017",1,2
5856,,"Show #7653 - Wednesday, December 13, 2017",1,2
5854,,"Show #7652 - Tuesday, December 12, 2017",3,0
5853,,"Show #7651 - Monday, December 11, 2017",1,2
5852,,"Show #7650 - Friday, December 8, 2017",1,2
5851,,"Show #7649 - Thursday, December 7, 2017",0,3
5850,,"Show #7648 - Wednesday, December 6, 2017",2,1
5849,,"Show #7647 - Tuesday, December 5, 2017",3,0
5848,,"Show #7646 - Monday, December 4, 2017",0,3
5847,,"Show #7645 - Friday, December 1, 2017",2,1
5845,,"Show #7644 - Thursday, November 30, 2017",2,1
5844,,"Show #7643 - Wednesday, November 29, 2017",3,0
5842,,"Show #7642 - Tuesday, November 28, 2017",2,1
5841,,"Show #7641 - Monday, November 27, 2017",2,1
5846,,"Show #7640 - Friday, November 24, 2017",1,2
5843,,"Show #7639 - Thursday, November 23, 2017",1,2
5840,,"Show #7638 - Wednesday, November 22, 2017",2,1
5837,WE ASKED: Elizabeth Vargas.,"Show #7637 - Tuesday, November 21, 2017",2,1
5836,,"Show #7636 - Monday, November 20, 2017",0,3
5834,2017 Tournament of Champions final game 1.,"Show #7634 - Thursday, November 16, 2017",3,0
5833,2017 Tournament of Champions semifinal game 3.,"Show #7633 - Wednesday, November 15, 2017",1,2
5832,2017 Tournament of Champions semifinal game 2.,"Show #7632 - Tuesday, November 14, 2017",2,1
5831,2017 Tournament of Champions semifinal game 1.,"Show #7631 - Monday, November 13, 2017",1,2
5829,2017 Tournament of Champions quarterfinal game 5.,"Show #7630 - Friday, November 10, 2017",2,1
5828,2017 Tournament of Champions quarterfinal game 4.,"Show #7629 - Thursday, November 9, 2017",2,1
5827,2017 Tournament of Champions quarterfinal game 3.,"Show #7628 - Wednesday, November 8, 2017",1,2
5826,2017 Tournament of Champions quarterfinal game 2.,"Show #7627 - Tuesday, November 7, 2017",2,1
5825,2017 Tournament of Champions quarterfinal game 1.,"Show #7626 - Monday, November 6, 2017",0,3
5824,,"Show #7625 - Friday, November 3, 2017",3,0
5823,,"Show #7624 - Thursday, November 2, 2017",2,1
5822,,"Show #7623 - Wednesday, November 1, 2017",1,2
5817,,"Show #7622 - Tuesday, October 31, 2017",0,3
5816,,"Show #7621 - Monday, October 30, 2017",2,1
5813,,"Show #7620 - Friday, October 27, 2017",3,0
5812,,"Show #7619 - Thursday, October 26, 2017",0,3
5811,,"Show #7618 - Wednesday, October 25, 2017",2,1
5809,,"Show #7617 - Tuesday, October 24, 2017",3,0
5807,,"Show #7616 - Monday, October 23, 2017",1,2
